year,country,hospital,equipment,oem,model,sn,fix,result,notes
2011,Tanzania,St. Elizabeth / Arusha,Microscope ,Carl Zeiss Jena,,,"Electric Simple, Mechanical Simple, Other",Repaired,"Very dirty and dusty, missing lightbulb. Was taken completely apart down to the bearings, cleaned, greased, and put back together. 6V Halogen lightbulb placed, socket modified, soldered in new halogen socket and epoxied into older socket case."
2011,Tanzania,St. Elizabeth / Arusha,"Bed, delivery",Deepak Enterprises,DEO 8655,1078.0,Mechanical Simple,Abandoned,"Oil reservoir leaking. Bolt tightened for sealing. Very slight leakage remains, teflon tape needed to better seal around the bolt threads."
2011,Tanzania,St. Elizabeth / Arusha,Centrifuge, Hettich Microliter,D-7200,28086.0,Installation/Training,Repaired,Door would not open. Explained that circuitry requires power in order to open the door. 
2011,Tanzania,St. Elizabeth / Arusha,Electrosurgery Unit (ESU),geprufte sicherheit,10107-002,B 026/79,Electric Simple,Abandoned,"Fundi's Office/ Small board burned from inside circuitry; there is also a blown fuse. Fuse replaced with fuse wire. Burned circuit board repaired and re-installed. ESU powers up, Alarm test bulb lights, but no current reaches Cutter"
2011,Tanzania,St. Elizabeth / Arusha,Electrosurgery Unit (ESU),Pfizer,Valleylab Force 2 - 2PCH,F9H37299T,Electric Simple,Abandoned,"Fundi's Office/ Whenever it's switched on, it will cause the power supply fuse to blow. When one side of inner circuitry is disconnected, it will switch on normally but without full functionality"
2011,Tanzania,St. Elizabeth / Arusha,Aspirator/Suction Machine,Con-Trex Medical Systems,SM-180,SEHA/MAT/SUC/001,Mechanical Simple,Repaired,Maternity Ward/ Cracked Collection Bottle and lid. Used Silicone and electrical tape to successfully seal it.
2011,Tanzania,St. Elizabeth / Arusha,Ophthalmoscope (eye examination instrument) ,Olympus,Scanoptic 5 Opthalmic Microscope SO-160,51116.0,Mechanical Simple,Repaired,Light was not aligned with Objectives scope. Alignemnt was corrected.
2011,Tanzania,St. Elizabeth / Arusha,UPS (battery backup for computer),APC,Back-UPS CS 650,QB0647231067,Electric Simple,Repaired,"Dead 12V 9Ah batter, replaced with 12V 7Ah battery. "
2011,Tanzania,St. Elizabeth / Arusha,UPS (battery backup for computer),APC,Back-UPS CS 650,QB0648130492,Electric Simple,Repaired,"Dead 12V 9Ah batter, replaced with 12V 7Ah battery."
2011,Tanzania,St. Elizabeth / Arusha,"Lamp, surgical",Hanaulux Melbourne,,253.0,Electric Simple,Repaired,"One bad bulb, replaced with functioning one"
2011,Tanzania,St. Elizabeth / Arusha,"Autoclave (lab, surgery, and other)",Hanshin Medical,HS-1212,9701029.0,"Electric Simple, Mechanical Simple",Abandoned,"Table-top sterilizer. Hatch door did not shut tightly, added washers behind door's steel interior which holds sealing gasket. Door now air tight. Heating does not take place, there seems to be a missing component. We are working to fix this "
2011,Tanzania,St. Elizabeth / Arusha,Other,Kitty,TVO 410,,Mechanical Simple,Repaired,"Room fan with a bad swivel was making noise. Swivel mechanics were damaged, and so were detached. No longer swivels, but it no longer makes noise and they do not require the swivel"
2011,Tanzania,Karatu,Generator,Elemax,SX1000dx,,Motor,Repaired,blocked nozzle in the carburetor
2011,Tanzania,Karatu,Generator,Elemax,SX1000dx,,Motor,Repaired,blocked nozzle + shorted output 
2011,Tanzania,Karatu,ECG Machine,HP,M1166A,,Other,Abandoned,System fails to boot. Unknown reason.
2011,Tanzania,Karatu,Anesthesia Machine,Drager,Tiberius 19,,Other,Abandoned,"Many missing components, attempted customization"
2011,Tanzania,Karatu,Anesthesia Machine,Drager,AV1,,Other,Abandoned,"Needed repair, too many missing parts"
2011,Tanzania,Karatu,Oxygen Concentrator,Nidek,Mark 5,9222608.0,Other,Repaired,"They wanted service, nothing wrong"
2011,Tanzania,Karatu,Oxygen Concentrator,Sunrise,515KS,862886KS,Other,Repaired,"They wanted service, nothing wrong"
2011,Tanzania,Karatu,Oxygen Concentrator,Drager,Silent Care,SRSF0335,Other,Abandoned,Zeolited crystals past use (+25000hrs)
2011,Tanzania,Karatu,"Blood Pressure Device, Automatic (NIBP)",DinaMap,845.0,72265.0,Other,Abandoned,Wouldn't record pressure
2011,Tanzania,Karatu,Aspirator/Suction Machine,Unknown,,,Other,Abandoned,Various non-functioning portable suctions pumps
2011,Tanzania,Karatu,Aspirator/Suction Machine,Unknown,,,Other,Abandoned,Various non-functioning portable suctions pumps
2011,Tanzania,Karatu,Aspirator/Suction Machine,Unknown,,,Other,Abandoned,Various non-functioning portable suctions pumps
2011,Tanzania,Karatu,Other,Multiplug,,,,,
2011,,,Surgery,Aspirator/Suction Machine,Hospivac,350.0,"Plumbing, Power Supply, Installation/Training",,1.0
2011,,,Surgery,Aspirator/Suction Machine,Hospivac,350.0,"Plumbing, Power Supply, Installation/Training",,1.0
2011,,,Maintenance,Pulse Oximeter,Nellcor,N180,"Plumbing, Power Supply",Repaired,
2011,,,Storage,Ultrasound Machine (imaging),GE,LOGIQ 500,"Plumbing, Electric Simple, Power Supply",Repaired,1.0
2011,,,Maintenance,ECG Machine,Contec,100G,"Plumbing, Power Supply",Repaired,
2011,,,Maintenance,Other,Cadence,CADII,"Plumbing, Power Supply",Repaired,
2011,,,Maintenance,Other,Criticon,Dinamap 1846X,"Plumbing, Power Supply",,
2011,,,Maintenance,Other,Criticon,Dinamap 1846X,"Plumbing, Power Supply",,
2011,,,General care,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply, Other",,
2011,,,General care,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply, Other",,
2011,,,ICU/Observation,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply, Other",,
2011,,,ICU/Observation,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply, Other",,
2011,,,ICU/Observation,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply",,1.0
2011,,,Kitchen,Other,Canon,P170DH,"Plumbing, Power Supply",Repaired,
2011,,,Pediatrics,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply",,1.0
2011,,,Washing room,Washing Machine,MaxiWash,MWHE60,"Plumbing, Installation/Training, Other",,
2011,,,Maternity ward,Electrosurgery Unit (ESU),Con Med Aspen Labs,Saber 2400,"Plumbing, Electric Simple",,1.0
2011,,,Maternity ward,"Blood Pressure Device, Automatic (NIBP)",Vartech Medical Systems,VMS-9000 Pro,"Plumbing, Installation/Training, Other",,
2011,,,Pediatrics,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply",,1.0
2011,,,Pediatrics,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply",,1.0
2011,,,Pediatrics,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply",,1.0
2011,,,Maintenance,Other,Emison,no information,"Plumbing, Power Supply",Repaired,
2011,,,Surgery,Aspirator/Suction Machine,Invacare,IRC1135,"Plumbing, Power Supply",,1.0
2011,,,General care,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",unknown,unknown,"Plumbing, Power Supply",,1.0
2011,,,General care,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Tycos,unknown,"Plumbing, Power Supply",,1.0
2011,,,General care,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Genmed,unknown,"Plumbing, Power Supply",,1.0
2011,,,General care,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Labtron,unknown,"Plumbing, Power Supply",,1.0
2011,,,Maintenance,Ceiling Fan,uknown,uknown,"Plumbing, Power Supply",,1.0
2011,,,Laboratory,Centrifuge (electric or hand operated) ,XINGKE Scientifi,TGL-12M,"Plumbing, Installation/Training, Other",,
2011,,,Laboratory,Blood electrolyte analyzer,Awareness Technology INC.,Statfax 4500,"Plumbing, Installation/Training, Other",,
2011,,,General care,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",unknown,unknown,"Plumbing, Power Supply, Other",,
2011,,,Surgery,Electrosurgery Unit (ESU),DAVOL EMS,2000BP,"Plumbing, Mechanical Simple",,
2011,,,Maternity ward,"Lamp, surgical",Surgiris,S601,"Plumbing, Power Supply",,1.0
2011,,,Maternity ward,"Lamp, surgical",Surgiris,S601,"Plumbing, Power Supply",,1.0
2011,,,Maternity ward,"Lamp, surgical",Surgiris,S601,"Plumbing, Power Supply, Other",,
2011,,,Maternity ward,"Lamp, surgical",Surgiris,S601,"Plumbing, Power Supply, Other",,
2011,,,Maternity ward,"Lamp, examination",unknown,unknown,"Plumbing, Power Supply, Other",,
2011,,,Maternity ward,Incubator (infant),Nesto,Trans,"Plumbing, Power Supply",Repaired,
2011,,,Maternity ward,Other,Red Goat Disposers,T6K17FC25D,"Plumbing, Power Supply, Other",,
2011,,,Maternity ward,Incubator (infant),Nesto,Ret 5050,"Plumbing, Power Supply",Repaired,
2011,,,Maternity ward,Incubator (infant),Nesto,Ret 5050,"Plumbing, Electric Simple",,1.0
2011,,,Emergency,ECG Machine,Siemens,EK10,"Plumbing, Power Supply, Installation/Training, Other",,
2011,,,Electrocardiography,ECG Machine,Cardioline,ar1200adv,"Power Supply, Other",,
2011,,,Maintenance,Microscope ,Nikon,Eclipse E400,"Plumbing, Mechanical Simple, Power Supply",,
2011,,,Maintenance,Centrifuge,GEMMY Industry Corp.,PLC Series,"Plumbing, Motor",,1.0
2011,,,Maternity ward,Incubator (infant),Nesto,Trans,"Plumbing, Electric Simple, Other",,
2011,,,Storage,Anesthesia Machine,Ohmeda,7810.0,"Plumbing, Motor",,
2011,,,Storage,Anesthesia Machine,Narkomed,PS-NM2B,"Plumbing, Motor",,
2011,,,Storage,"Autoclave (lab, surgery, and other)",Market Forge Industries,STERKMATIC,Motor,,1.0
2011,,,Storage,"Lamp, surgical",,,Mechanical Simple,,
2011,,,Storage,Scales (laboratory and in wards),OHAUS,Adventurer ARC120,"Plumbing, Mechanical Simple",,
2011,,,Storage,Ultrasound Machine (imaging),Cadence,Cadence II,"Plumbing, Mechanical Simple",,
2011,,,Storage,Ultrasound Machine (imaging),Cadence,Cadence II,"Plumbing, Mechanical Simple",,
2011,,,Storage,Breast Pump ,GOMCO,218.0,"Plumbing, Motor",,1.0
2011,,,Storage,Ultrasound Machine (imaging),,,Motor,,1.0
2011,,,Storage,Incubator (infant),Intensive Care,INKUBATOR 7002,"Plumbing, Motor",,1.0
2011,,,Storage,Infant Warmer (radiant or other),AIR SHIELDS,SC-78-2,"Plumbing, Motor",,1.0
2011,,,Storage,Infant Warmer (radiant or other),AIR SHIELDS,SC-78-2,Motor,,1.0
2011,,,Storage,Other,Fisher Paykel,Humidifier MR850GHV,"Plumbing, Motor",,1.0
2011,,,Storage,Aspirator/Suction Machine,Schuco Inc.,VAC130,"Plumbing, Motor",,1.0
2011,,,Storage,Pulse Oximeter,Ohmeda,Biox 3740,"Plumbing, Motor",,1.0
2011,,,Storage,Infant Warmer (radiant or other),AIR SHIELDS,SC-78-2,"Plumbing, Motor",,1.0
2011,,,Storage,Respiration monitor (apnea monitor),Physio-Control,LifePac 8,"Plumbing, Motor",,1.0
2011,,,Storage,Respiration monitor (apnea monitor),Drager,Vitalert 3200,"Plumbing, Motor",,1.0
2011,,,Storage,Infant Warmer (radiant or other),Hill-Rom,Stabilet,"Plumbing, Motor",,1.0
2011,,,Storage,Infant Warmer (radiant or other),AIR SHIELDS,SC-78-2,Motor,,1.0
2011,,,Storage,Scales (laboratory and in wards),Health-O-Meter,,Motor,,1.0
2011,,,Observation,Other,Pulmo Aide,Sunrise 5950D,"Plumbing, Power Supply, Other",,
2011,,,General care,Defibrillator (automatic and manual),Zoll,Pacemaker/Defibrilator PD1200,"Plumbing, Motor",,1.0
2011,,,General care,Phototherapy device,AIR SHIELDS,PT533-1,"Plumbing, Motor",,1.0
2011,,,General care,Phototherapy device,AIR SHIELDS,PT533-1,"Plumbing, Motor",,1.0
2011,,,Storage,Other,Respirionics,RemStar Heated Humidifier,"Plumbing, Motor",,1.0
2011,,,Storage,Other,ResMed,VPAP3ST,"Plumbing, Motor",,1.0
2011,,,Storage,"Blood Pressure Device, Automatic (NIBP)",SunMark,Digital Blood Prerssure Monitor,"Plumbing, Power Supply, Other",,
2011,,,General care,Other,Vartech Medical Systems,VMS-9000PRO,"Plumbing, Installation/Training",,
2011,,,Labor/Delivery,Incubator (infant),Adel Stryker,,"Plumbing, Power Supply, Installation/Training",Repaired,
2011,,,OR,Anesthesia Machine,Ohmeda Modulus 2 Plus,,"Power Supply, Installation/Training, Other",,
2011,,,OR,"Autoclave (lab, surgery, and other)",Termaks,Morse Medical,"Plumbing, Power Supply",,1.0
2011,,,Sterilization,"Autoclave (lab, surgery, and other)",Tuttrauer,2540E,"Plumbing, Power Supply, Installation/Training",,1.0
2011,,,Sterilization,"Autoclave (lab, surgery, and other)",Rennco Inc,LS,"Plumbing, Electric Simple, Installation/Training",,
2011,,,Sterilization,"Autoclave (lab, surgery, and other)",Frac Industrial,EEE-1500,"Plumbing, Power Supply, Installation/Training",,
2011,,,Pediatrics,Other,HP,M2175A,"Mechanical Simple, Installation/Training",,
2011,,,Pediatrics,Other,Sunrise,Pulmo-Aide 5650D,"Plumbing, Mechanical Simple, Installation/Training",,
2011,,,Pediatrics,Other,Voyage,275.0,"Plumbing, Electric Simple, Mechanical Simple",,
2011,,,Part of ER(outside of Peds),"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Labtron,,"Power Supply, Installation/Training",,1.0
2011,,,Part of ER(outside of Peds),"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Welch-Allyn,,"Mechanical Simple, Installation/Training",,
2011,,,Part of ER(outside of Peds),"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",,,"Mechanical Simple, Installation/Training",,
2011,,,Part of ER(outside of Peds),"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",,,"Plumbing, Power Supply, Installation/Training",,
2011,,,Part of ER(outside of Peds),"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",,,"Plumbing, Power Supply, Installation/Training",,
2011,,,Part of ER(outside of Peds),ECG Machine,Welch-Allyn,Schiller AT-2,"Power Supply, Installation/Training",,
2011,,,Part of ER(outside of Peds),ECG Machine,Welch-Allyn,Schiller AT-2 Plus,"Power Supply, Installation/Training",,
2011,,,ER,"Lamp, examination",,,"Power Supply, Installation/Training",,
2011,,,ER,"Lamp, examination",,,"Power Supply, Installation/Training",,
2011,,,Part of ER(outside of Peds),"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Labtron,,"Plumbing, Power Supply, Installation/Training",,
2011,,,ER,Pulse Oximeter,Nellcor Puritan Bennett,NPB-290,"Power Supply, Installation/Training",,
2011,,,ER,Other,Mekics Co Ltd,Pamo - 2,"Plumbing, Installation/Training",,
2011,,,ER,Aspirator/Suction Machine,Tenko,TK-1607,"Plumbing, Power Supply, Installation/Training",,
2011,,,ER,ECG Machine,Edan Instruments,SE-3,"Plumbing, Power Supply, Installation/Training",,
2011,,,ER,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Welch-Allyn,0_297,"Plumbing, Power Supply",,
2011,,,ER,Otoscopes,Welch-Allyn,,"Power Supply, Installation/Training, Other",,
2011,,,Pediatrics,Incubator (infant),Air Shields,C550,"Power Supply, Installation/Training, Other",,
2011,,,Pediatrics,Incubator (infant),Medix,PC-305,"Plumbing, Power Supply, Installation/Training, Other",,
2011,,,Pediatrics,Incubator (infant),Ohmedo Medical,Ohio Core Plus 2000 w/Humidifier,"Plumbing, Power Supply, Installation/Training",,
2011,,,Pediatrics,Incubator (infant),Ohmedo Medical,Ohio Core Plus 2000 w/Humidifier,"Plumbing, Power Supply, Installation/Training",,
2011,,,Pediatrics,Incubator (infant),Ohmedo Medical,Ohio Core Plus 2000 w/Humidifier,"Plumbing, Power Supply, Installation/Training",,
2011,,,Pediatrics,Incubator (infant),Ohmedo Medical,Ohio Core Plus 2000 w/Humidifier,"Plumbing, Power Supply, Installation/Training",,
2011,,,Pediatrics,Incubator (infant),Ohmedo Medical,Ohio Core Plus 2000 w/Humidifier,"Plumbing, Power Supply, Installation/Training",,
2011,,,Pediatrics,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Welch-Allyn,,"Plumbing, Power Supply, Installation/Training",,
2011,,,Maternuty,Incubator (infant),Air Shields,C-100,"Plumbing, Power Supply, Installation/Training",,
2011,,,Maternuty,Incubator (infant),Ohio IC Incubator,304-3256-910,"Plumbing, Installation/Training",,
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli","Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Labtron,Stand,(No label),Plumbing,Repaired,Leak at end of valve: we cut the tubing at the end
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli",Incubator (infant),Fanem,Vision 2186,CJ1391,Installation/Training,Repaired,"Screen is unclear, Does not heat rapidly Manual found in Spanish. Wrote a quick-start guide for staff. English manual not able to be found, so much more cannot be done, explained use to both pediatricians before returning to service"
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli","Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Labtron,Portable,(No label),Mechanical Simple,Repaired,Changed the dial as the needle was loose to one in which the cuff could not be used. 
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli","Lamp, examination",(No label),Stand,(No label),Mechanical Simple,Repaired,Inconsistent lighting; replaced and tightened bulb fully
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli",Scales (laboratory and in wards),Cardinal Detecto,758C,E28405-0196,Electric Simple,Repaired,"Taken apart - tested with DC Rectifier supply which is an option for the solution. However, the batteries will be looked for (C type, 6). Batteries not found, used different types of battery instead. In Managua purchased type C batteries for use as well"
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli",Spectrophotometer/Colorimeter,2MM,Diagnostiko-500,19101358.0,Power Supply,Abandoned,"Taken apart. Checked for fuses. Checked connections in cable, outlets and internally. Checked voltage and current readings given on transformer - appears to fail. Transformer problem - will refer professional"
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli","Computer, laptop",Compaq,Presario CQ62,,Power Supply,Repaired,Missing charger - found out voltage settings to look for replacement. Replacement found.
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli",Projector,Panasonic,PT-LM1E,,Other,Abandoned,"Does not power up, loud sounds. Took apart to check parts and bulb. Bulb is broken. Advised director on replacement possibilities, but extremely expensive (almost the cost of a new projector)."
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli","Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Labtron,Portable,N/A,Other,Abandoned,"Needle was loose - cuff not working (working parts were switched. Reattached needle, screen also broke, and still without a working cuff. Looking to replace cuff."
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli",Pulse Oximeter,"Criticare Systems, Inc",504DX,408305662,Other,Repaired,Sensor not detected. Cut wires to test connection. Sensor is at fault - will look to replace. Tried with a disposable sensor - did not work. Retested and it started working intermittently. Isolated problem to specific problem of the wire - spliced out this faulty portion.
2011,Nicaragua,"Hospital La Trinidad, La Trinidad, Esteli",Printer,HP,Laserjet 1150,,Power Supply,Abandoned,"Does not turn on. Checked for fuse, other parts. Fuse worked. Unable to determine other faults."
