country,fix,equipment,engineers,sn,oem,year,model,hospital,notes,result
Tanzania,Mechanical Simple,Scales (laboratory and in wards),"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,EKS,2014,NR13B,Huruma/ROMBO,Calibration issue; the parts were heavily damaged so could not fix but wrote a note that it was 5 lbs off,Repaired
Tanzania,Other,ECG Machine,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",9584.0,PPG - Hellige,2014,Vicom -SM,Huruma/ROMBO,Missing electrodes and broken leads; the leads were chewed up heavily and hospital could not afford new electrodes,Abandoned
Tanzania,Plumbing,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",101792.0,AMPri,2014,CE1252,Huruma/ROMBO,Leaks; patched up the leaks,Repaired
Tanzania,Installation/Training,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",21273084.0,,2014,N46,Huruma/ROMBO,No apparent problem with the machine; returned after training the staff,Repaired
Tanzania,Installation/Training,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,,2014,MAC,Huruma/ROMBO,No apparent problem with the machine; returned after training the staff,Repaired
Tanzania,Installation/Training,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)","Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",21273096.0,,2014,N46,Huruma/ROMBO,No apparent problem with the machine; returned after training the staff,Repaired
Tanzania,Other,Ultrasound Machine (imaging),"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",2290505.0,GE,2014,Logiq400,Huruma/ROMBO,Software issue; contacted GE for a new CD,Abandoned
Tanzania,Electric Simple,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",19380087.0,mindray,2014,AcutorrPlus,Huruma/ROMBO,Vital sign monitor (missing transistor and burned out power supply); could not fix this machine,Abandoned
Tanzania,Installation/Training,Thermometers,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",801.0,Timex,2014,Indiglo 80015,Huruma/ROMBO,Set in Fahrenheit mode; turned it into Celsius mode,Repaired
Tanzania,Electric Simple,Thermometers,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",742.0,Timex,2014,Indiglo 80015,Huruma/ROMBO,Faulty connection; soldered the new connection together & readjusted the LCD,Repaired
Tanzania,Mechanical Simple,Stethoscopes,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,,2014,,Huruma/ROMBO,Missing diaphragm; added a new one,Repaired
Tanzania,Electric Simple,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,,2014,,Huruma/ROMBO,Water boiler; the heating circuit not functioning,Abandoned
Tanzania,Installation/Training,Incubator (infant),"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",DD02520,Air Shields,2014,Isolette C100,Huruma/ROMBO,Trained the staff,Repaired
Tanzania,Installation/Training,Incubator (infant),"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",JS00148,Air Shields,2014,Isolette C100,Huruma/ROMBO,Trained the staff,Repaired
Tanzania,Installation/Training,Incubator (infant),"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",6110104018.0,Con-Trex Medical Systems,2014,Controserve A200,Huruma/ROMBO,Trained the staff,Repaired
Tanzania,Installation/Training,Incubator (infant),"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,Drager,2014,Incubator 8000 IC,Huruma/ROMBO,Trained the staff,Repaired
Tanzania,Power Supply,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",34012.0,Russel Hobbs,2014,15076.0,Huruma/ROMBO,Water boiler with worn out plug; added insulation and fixed the plug,Repaired
Tanzania,Mechanical Simple,Stethoscopes,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,,2014,,Huruma/ROMBO,Missing ear plug; made a new one out of plastic tubing,Repaired
Tanzania,Mechanical Simple,Pulse Oximeter,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",FMQT02891,Ohmeda,2014,Blox 3740 Pulse Oximeter,Huruma/ROMBO,Broken spring on the finger probe; wrapped it around with a rubber band,Repaired
Tanzania,Mechanical Simple,Operating Table,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",1008R8,Multi-Purpose Operating Table,2014,XKS3008B,Huruma/ROMBO,Broken knob to raise the table; added a wooden block and lubricated it,Repaired
Tanzania,Other,Pulse Oximeter,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,Ohmeda,2014,Blox 3740 Pulse Oximeter,Huruma/ROMBO,Screen gives unknown error & won't read the pulse,Abandoned
Tanzania,Power Supply,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",1.00904213641e+14,ZTE,2014,STC-A22050I300U8-B,Huruma/ROMBO,Loose connection on the phone charger; soldered the connection,Repaired
Tanzania,Mechanical Simple,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,Nikai,2014,,Huruma/ROMBO,Water boiler with broken handle; epoxyed the handle,Repaired
Tanzania,Mechanical Simple,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,,2014,,Huruma/ROMBO,Curtains in the wards - wheels were broken; replaced the wheels with rubber ones,Repaired
Tanzania,Mechanical Simple,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,Titanox SRL,2014,M600826/C,Huruma/ROMBO,Screens for the psychiatric ward - missing pieces; cut a piece of hollow metal and glued it on,Repaired
Tanzania,Electric Simple,Microscope ,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",3133000193.0,ZEISS,2014,ICS KF 2,Huruma/ROMBO,Missing lightbulb; retrofitted a different lightbulb and soldered the connection together,Repaired
Tanzania,Electric Simple,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",28249.0,Jielisi,2014,330-3,Huruma/ROMBO,Laminator with broken plug; made a new plug,Repaired
Tanzania,Plumbing,Aspirator/Suction Machine,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",8.0,Yuyue,2014,7A-23D,Huruma/ROMBO,Clogged filter; replaced them and cleaned the hoses,Repaired
Tanzania,Installation/Training,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",A73500014670,GE,2014,A735,Huruma/ROMBO,Camera - misuse of rechargeable batteries; trained the staff on which kind of batteries to use,Repaired
Tanzania,Other,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",B9N3,Tecno,2014,T638,Huruma/ROMBO,Cell phone with unknown problems; could not diagnose the issue,Abandoned
Tanzania,Plumbing,Oxygen Concentrator,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,Yuyue,2014,7F-5,Huruma/ROMBO,Broken nozzle; used cement and glue to fix them,Repaired
Tanzania,Mechanical Simple,Vaccine Refrigerator,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,Nikai,2014,NRF-200DN,Huruma/ROMBO,Freezer not used properly; cleaned up the inside and patched the seal better,Repaired
Tanzania,Electric Simple,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,NOVIPro,2014,,Huruma/ROMBO,"Flashlight; LED was broken, could not find replacement parts",Abandoned
Tanzania,Power Supply,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",1326.0,Duracell,2014,250.0,Huruma/ROMBO,"Flashlight; Dead battery, replaced battery",Repaired
Tanzania,Electric Simple,Infant Warmer (radiant or other),"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",2989-0018,Drager,2014,,Huruma/ROMBO,Lightbulb missing & loose connection; ditched the project due to time constraints,Abandoned
Tanzania,Plumbing,Oxygen Concentrator,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,Yuyue,2014,7F-5,Huruma/ROMBO,Dirty filter; cleaned out the filter and tubes,Repaired
Tanzania,Plumbing,Aspirator/Suction Machine,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",,Yuyue,2014,7A-23B,Huruma/ROMBO,Leakage in the tubes; replaced the tubes,Repaired
Tanzania,Installation/Training,Automatic Voltage Regulator,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",SVC-H1000VA,Tronic,2014,Servo,Huruma/ROMBO,Overloaded the machine; taught the staff ,Repaired
Tanzania,Electric Simple,Pulse Oximeter,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",0X401603,Invivo,2014,4500G-Exp,Huruma/ROMBO,Broken leads on the finger probe; soldered the connection,Repaired
Tanzania,Other,Pulse Oximeter,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",100-04018051-0,Nellcor,2014,,Huruma/ROMBO,Missing finger probe; abandoned the project due to time constraint (worked on it a health science technology services),Abandoned
Tanzania,Mechanical Simple,Other,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",7870131.0,Ferrari-Statitest,2014,SICS,Huruma/ROMBO,Counter with rusted parts; lubricated and cleaned out the parts and changed some screws,Repaired
Tanzania,Electric Simple,Microscope ,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",466386.0,Zeiss,2014,467085.0,Huruma/ROMBO,The microscope was missing a lightbulb; temporarily retrofitted a LED and looking for replacement lightbulb,Repaired
Tanzania,Power Supply,Water Bath (laboratory),"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",10484378.0,GFL,2014,1002.0,Huruma/ROMBO,The heating element was not working; rewired it and reset the machine.,Repaired
Tanzania,Power Supply,Centrifuge,"Yitaek Hwang, Jason Luo, Anne Sofie Nielsen",181045.0,National Health Laboratories,2014,CAT0131,Huruma/ROMBO,Missing a transformer; gave them a transformer and cleaned the centrifuge/lubricated it ,Repaired
Rwanda ,Installation/Training,Other,Jeanete Barillas & Varsha Shankla ,D0403,Becton Dickinson ,2014,FACS Count ,Byumba District Hospital / Byumba ,"Problem: The CD4 Facs Count would not give a reading. Solution: User Error, needs to make sure the sample is ready for testing ",Repaired
Rwanda ,Installation/Training,"Autoclave (lab, surgery, and other)",Jeanete Barillas & Varsha Shankla ,FI-F090054,Astell Scientific ,2014,AMA400NT ,Byumba District Hospital / Byumba ,Problem: The autoclave had lengthy cycle time and a menu secured with an unknown security code. Solution: The user manual has been found & given to lab. The security code was also given to the lab technicians ,Repaired
Rwanda ,Electric Simple,Infant Warmer (radiant or other),Jeanete Barillas & Varsha Shankla ,None ,Medi-Waves,2014,ISO 13485,Byumba District Hospital / Byumba ,Problem: The warmer would not change temperature.  Solution: Soldered a few loose connection and tightened the circuit board o the machine. Machine regulates temperature. ,Repaired
Rwanda ,Electric Simple,ECG Machine,Jeanete Barillas & Varsha Shankla ,8a110413014L,Comen ,2014,Star 80000 C,Byumba District Hospital / Byumba ,"Problem: This is a patient monitor that does not read ECG & SP02, it also has inconsistent NIBP Performance. Solution: The machine needs a new ECG internal connection. ",Abandoned
Rwanda ,Electric Simple,Incubator (infant),Jeanete Barillas & Varsha Shankla ,41639.0,Weyer,2014,Thermocare / WY2410,Byumba District Hospital / Byumba ,Problem: This infant incubator has malfunctioning 02 & temp sensors and a defective humidifier. It also has a systerm heater error. Solution: Contacted Weyer representative to modify the machine for an oxygen tank instead of wall connections. Was not able to change the settings of the machine and lost communication with representative ,Abandoned
Rwanda ,Power Supply,Incubator (infant),Jeanete Barillas & Varsha Shankla ,41212.0,Weyer,2014,Thermocare / WY2417,Byumba District Hospital / Byumba ,"Problem: The monitor displayed ""undef memory access"". Solution: Supplied new 3V battery and restarted the machine as instructed by Weyer representative ",Repaired
Rwanda ,Power Supply,Incubator (infant),Jeanete Barillas & Varsha Shankla ,41211.0,Weyer,2014,Thermocare/ WY2410,Byumba District Hospital / Byumba ,"Problem: The monitor displayed ""undef memory access"". Solution: Supplied new 3V battery and restarted the machine as instructed by Weyer representative ",Repaired
Rwanda ,Electric Simple,Pulse Oximeter,Jeanete Barillas & Varsha Shankla ,1109080508.0,Nellcor ,2014,,Byumba District Hospital / Byumba ,"Problem: Displays an error message (EEE 526) Solution: Checked machine for loose connections. There is damage to the circuit board, could not repair ",Abandoned
Rwanda ,Installation/Training,Infant Warmer (radiant or other),Jeanete Barillas & Varsha Shankla ,41470.0,Weyer,2014,WY2209,Byumba District Hospital / Byumba ,Problem: The warmer did not heat and gave an alarm. Solution: Restarted the machine as instructed by Weyer representative ,Repaired
Rwanda ,Motor,Oxygen Concentrator,Jeanete Barillas & Varsha Shankla ,65470.0,OPI ,2014,Everflo ,Byumba District Hospital / Byumba ,Problem: The motor overheats and the LEDS/Counter/alarm does not work. Solution: Replaced capcitor attached to motor and performed preventative maintenance. The problem persists ,Abandoned
Rwanda ,Power Supply,Ultrasound Machine (imaging),Jeanete Barillas & Varsha Shankla ,100435sm70,GE,2014,Logiq 200 Pro,Byumba District Hospital / Byumba ,Problem: The monitor only flashes once when turned on/off. Solution:This ultrasound has a broken resistor in the power supply. Tried to find replacement and test again but the fuse blew. The machine needs a new fuse and a UPS to test again  ,Abandoned
Rwanda ,Mechanical Simple,Aspirator/Suction Machine,Jeanete Barillas & Varsha Shankla ,1940.0,Gima,2014,VEGA-1,Byumba District Hospital / Byumba ,"Problem: Undefined problem, it was in storage. Solution: The bottle needs a safety valve but the aspirator itself works ",Repaired
Rwanda ,Installation/Training,Aspirator/Suction Machine,Jeanete Barillas & Varsha Shankla ,,,2014,JE-DX23-1,Byumba District Hospital / Byumba ,"Problem: undefined problem Solution: User error, explained to nurse how to use properly ",Repaired
Rwanda ,Plumbing,Oxygen Concentrator,Jeanete Barillas & Varsha Shankla ,51171593.0,Hengstler,2014,FY5w,Byumba District Hospital / Byumba ,Problem: The flowmeter would not change. Solution: Removed flowmeter and was cleaned of dirt. ,Repaired
Rwanda ,Power Supply,Automatic Voltage Regulator,Jeanete Barillas & Varsha Shankla ,,Dac tron ,2014,AVR - 1500 W ,Byumba District Hospital / Byumba ,Problem: Would turn on but would not supply voltage. Solution: Replaced broken fuse ,Repaired
Rwanda ,Other,Infant Warmer (radiant or other),Jeanete Barillas & Varsha Shankla ,41547.0,Weyer ,2014,WY1100,Byumba District Hospital / Byumba ,Problem: Gave a visual alarm. Solution: Replaced 9V battery ,Repaired
Rwanda ,Mechanical Simple,Printer,Jeanete Barillas & Varsha Shankla ,,Canon ,2014,,Byumba District Hospital / Byumba ,Problem: The paper would become jammed. Solution: The machine has internal damage that we could not repair ,Abandoned
Rwanda ,Installation/Training,Phototherapy device,Jeanete Barillas & Varsha Shankla ,972098.0,Chinesepoint,2014,TYPO 5x20,Byumba District Hospital / Byumba , Problem: Undefnied problem Solution: User Error. ,Repaired
Rwanda ,Installation/Training,Fetal steth (fetoscope or  Doppler),Jeanete Barillas & Varsha Shankla ,,,2014,,Byumba District Hospital / Byumba ,"Problem: Undefnied Problem Solution: User error, one of the connections is broken and must use only one of the two connections available ",Repaired
Rwanda ,Mechanical Simple,Aspirator/Suction Machine,Jeanete Barillas & Varsha Shankla ,,,2014,,Byumba District Hospital / Byumba ,Problem: No suction from manual pump Solution: Used epoxy to seal a hole. The pump does not pump properly. ,Abandoned
Rwanda ,Installation/Training,Pulse Oximeter,Jeanete Barillas & Varsha Shankla ,1.03107001916e+11,MMED,2014,MD300A ,Byumba District Hospital / Byumba ,Problem: Displayed that probe was not connected. Solution: The probe sometimes does not make a connection. The probe can still be used. ,Repaired
Rwanda ,Electric Simple,Centrifuge,Jeanete Barillas & Varsha Shankla ,,,2014,,Byumba District Hospital / Byumba ,"Problem: The centrifuge would stop and display a ""br"" error then E-3 error. Solution: The internal circuit board is faulty and needs to be replaced ",Abandoned
Rwanda ,Plumbing,Distiller,Jeanete Barillas & Varsha Shankla ,"pr00007469
",Elga ,2014,Pr030xxmi,Byumba District Hospital / Byumba ,Problem: No outlet flow of distilled water. Solution: Used teflon tape to seal up leaky connection. ,Repaired
Rwanda ,Power Supply,Aspirator/Suction Machine,Jeanete Barillas & Varsha Shankla ,2320.0,Zeiner Medical ,2014,DC-15,Byumba District Hospital / Byumba ,Problem: Undefined problem. Solution: The power cable is missing & could not trouble shoot machine. ,Abandoned
Rwanda ,Mechanical Simple,"Autoclave (lab, surgery, and other)",Jeanete Barillas & Varsha Shankla ,624.0,,2014,,Byumba District Hospital / Byumba ,Problem: Missing power swtich and safety valve. It also has a broken power cord. Solution: Attempted to repair power cord and replace safety valve. The machine still needs a power swtich. ,Abandoned
Rwanda ,Power Supply,X-Ray Machine,Jeanete Barillas & Varsha Shankla ,1224797.0,Siemens ,2014,4803404.0,Byumba District Hospital / Byumba ,Problem: The arm does not move up or down and has no display. Solution: Contacted a Seimens representative and was able to have a representative take a look at the machine. The X-Ray has a power supply issue. ,Abandoned
Rwanda ,Mechanical Simple,Incubator (infant),Jeanete Barillas & Varsha Shankla ,,Drager,2014,,Byumba District Hospital / Byumba ,Problem: Broken door. Solution: Used epoxy to fix door. ,Repaired
Rwanda ,Installation/Training,Pulse Oximeter,Jeanete Barillas & Varsha Shankla ,1.03107001911e+11,MMED ,2014,MD300A ,Byumba District Hospital / Byumba ,Problem: Undefined Problem. Solution: User error,Repaired
Rwanda ,Power Supply,Other,Jeanete Barillas & Varsha Shankla ,,,2014,,Byumba District Hospital / Byumba ,"Respiration Rate Counter, Problem: Would not turn on. Solution: Replaced two batteries ",Repaired
Rwanda ,Power Supply,"Blood Pressure Device, Automatic (NIBP)",Jeanete Barillas & Varsha Shankla ,,,2014,,Byumba District Hospital / Byumba ,Problem: Would not turn on. Solution: Replaced batteries ,Repaired
Rwanda ,Plumbing,Oxygen Concentrator,Jeanete Barillas & Varsha Shankla ,,Invacare,2014,,Byumba District Hospital / Byumba ,Problem: There was no oxgen flow. Solution: Replaced bottle and O2 connection to machine ,Repaired
Rwanda ,Installation/Training,Scales (laboratory and in wards),Jeanete Barillas & Varsha Shankla ,,,2014,,Byumba District Hospital / Byumba ,Problem: Displayed error message Solution: The machine was placed on a level surface to resolve unbalance. ,Repaired
Rwanda ,Power Supply,Photocopier,Jeanete Barillas & Varsha Shankla ,,,2014,,Byumba District Hospital / Byumba ,Problem: Does not turn on and had broken cartridge. Solution: Could not turn on machine. Could not troubleshoot. ,
Nicaragua,Electric Simple,Electrosurgery Unit (ESU),"Brittany Allen, Becca Avena",42369-4,Valley Lab,2014,E8006,Hospital Victoria Motta/Jinotega,Replaced dispersing electrode because connections were faulty,Repaired
Nicaragua,Electric Simple,Electrosurgery Unit (ESU),"Brittany Allen, Becca Avena",05426,WEM Equipamentos Electronicos,2014,HF-120,Hospital Victoria Motta/Jinotega,Sanded plugs for connecting dispersing electrode to the unit to remove rust and make better connection,Repaired
Nicaragua,Motor,Centrifuge,"Brittany Allen, Becca Avena",46401770,International Equipment Company,2014,Medispin,Hospital Victoria Motta/Jinotega,Axle that connected spinning plate to the motor was off-balance and could not be adjusted,Abandoned
